"id","lab","taskorder","timing","age","mcorrect","frequency"
"Oregon_09","Oregon","first","delayed","10yo",4,"usually"
"Oregon_09","Oregon","point-and-name","point-and-name","10yo",4,"usually"
"Oregon_09","Oregon","second","immediate","10yo",3,"usually"
"Oregon_10","Oregon","first","delayed","5yo",3,"sometimes"
"Oregon_10","Oregon","point-and-name","point-and-name","5yo",1,"sometimes"
"Oregon_10","Oregon","second","immediate","5yo",1,"sometimes"
"Oregon_11","Oregon","first","immediate","7yo",5,"usually"
"Oregon_11","Oregon","point-and-name","point-and-name","7yo",4,"usually"
"Oregon_11","Oregon","second","delayed","7yo",4,"usually"
"Oregon_12","Oregon","first","delayed","10yo",3,"usually"
"Oregon_12","Oregon","point-and-name","point-and-name","10yo",4,"usually"
"Oregon_12","Oregon","second","immediate","10yo",4,"usually"
"Oregon_13","Oregon","first","immediate","10yo",3,"usually"
"Oregon_13","Oregon","point-and-name","point-and-name","10yo",3,"usually"
"Oregon_13","Oregon","second","delayed","10yo",4,"usually"
"Oregon_14","Oregon","first","immediate","6yo",5,"usually"
"Oregon_14","Oregon","point-and-name","point-and-name","6yo",4,"usually"
"Oregon_14","Oregon","second","delayed","6yo",5,"usually"
"Oregon_15","Oregon","first","delayed","6yo",2,"sometimes"
"Oregon_15","Oregon","point-and-name","point-and-name","6yo",3,"sometimes"
"Oregon_15","Oregon","second","immediate","6yo",3,"sometimes"
"Oregon_16","Oregon","first","delayed","10yo",3,"usually"
"Oregon_16","Oregon","point-and-name","point-and-name","10yo",4,"usually"
"Oregon_16","Oregon","second","immediate","10yo",4,"usually"
"Oregon_17","Oregon","first","delayed","10yo",3,"usually"
"Oregon_17","Oregon","point-and-name","point-and-name","10yo",3,"usually"
"Oregon_17","Oregon","second","immediate","10yo",3,"usually"
"Oregon_19","Oregon","first","immediate","5yo",2,"usually"
"Oregon_19","Oregon","point-and-name","point-and-name","5yo",3,"usually"
"Oregon_19","Oregon","second","delayed","5yo",1,"usually"
"Oregon_20","Oregon","first","delayed","5yo",1,"never"
"Oregon_20","Oregon","point-and-name","point-and-name","5yo",2,"never"
"Oregon_20","Oregon","second","immediate","5yo",1,"never"
"Oregon_21","Oregon","first","delayed","6yo",3,"usually"
"Oregon_21","Oregon","point-and-name","point-and-name","6yo",2,"usually"
"Oregon_21","Oregon","second","immediate","6yo",2,"usually"
"Oregon_23","Oregon","first","delayed","7yo",3,"usually"
"Oregon_23","Oregon","point-and-name","point-and-name","7yo",3,"usually"
"Oregon_23","Oregon","second","immediate","7yo",3,"usually"
"Oregon_25","Oregon","first","immediate","6yo",4,"never"
"Oregon_25","Oregon","point-and-name","point-and-name","6yo",2,"never"
"Oregon_25","Oregon","second","delayed","6yo",2,"never"
"Oregon_26","Oregon","first","delayed","7yo",4,"usually"
"Oregon_26","Oregon","point-and-name","point-and-name","7yo",4,"usually"
"Oregon_26","Oregon","second","immediate","7yo",4,"usually"
"Oregon_27","Oregon","first","delayed","5yo",1,"never"
"Oregon_27","Oregon","point-and-name","point-and-name","5yo",1,"never"
"Oregon_27","Oregon","second","immediate","5yo",2,"never"
"Oregon_28","Oregon","first","delayed","5yo",1,"usually"
"Oregon_28","Oregon","point-and-name","point-and-name","5yo",1,"usually"
"Oregon_28","Oregon","second","immediate","5yo",1,"usually"
"Oregon_29","Oregon","first","delayed","5yo",3,"usually"
"Oregon_29","Oregon","point-and-name","point-and-name","5yo",3,"usually"
"Oregon_29","Oregon","second","immediate","5yo",3,"usually"
"Oregon_30","Oregon","first","immediate","6yo",3,"usually"
"Oregon_30","Oregon","point-and-name","point-and-name","6yo",3,"usually"
"Oregon_30","Oregon","second","delayed","6yo",1,"usually"
"Oregon_31","Oregon","first","immediate","5yo",1,"usually"
"Oregon_31","Oregon","point-and-name","point-and-name","5yo",1,"usually"
"Oregon_31","Oregon","second","delayed","5yo",1,"usually"
"Oregon_32","Oregon","first","delayed","7yo",3,"usually"
"Oregon_32","Oregon","point-and-name","point-and-name","7yo",3,"usually"
"Oregon_32","Oregon","second","immediate","7yo",2,"usually"
"Oregon_33","Oregon","first","immediate","10yo",2,"usually"
"Oregon_33","Oregon","point-and-name","point-and-name","10yo",3,"usually"
"Oregon_33","Oregon","second","delayed","10yo",4,"usually"
"Oregon_34","Oregon","first","delayed","5yo",1,"usually"
"Oregon_34","Oregon","point-and-name","point-and-name","5yo",1,"usually"
"Oregon_34","Oregon","second","immediate","5yo",3,"usually"
"Oregon_35","Oregon","first","delayed","5yo",3,"usually"
"Oregon_35","Oregon","point-and-name","point-and-name","5yo",5,"usually"
"Oregon_35","Oregon","second","immediate","5yo",4,"usually"
"Oregon_36","Oregon","first","immediate","5yo",4,"usually"
"Oregon_36","Oregon","point-and-name","point-and-name","5yo",3,"usually"
"Oregon_36","Oregon","second","delayed","5yo",1,"usually"
"Oregon_37","Oregon","first","immediate","7yo",2,"usually"
"Oregon_37","Oregon","point-and-name","point-and-name","7yo",3,"usually"
"Oregon_37","Oregon","second","delayed","7yo",4,"usually"
"Oregon_38","Oregon","first","immediate","6yo",4,"usually"
"Oregon_38","Oregon","point-and-name","point-and-name","6yo",2,"usually"
"Oregon_38","Oregon","second","delayed","6yo",3,"usually"
"Oregon_39","Oregon","first","immediate","5yo",3,"sometimes"
"Oregon_39","Oregon","point-and-name","point-and-name","5yo",4,"sometimes"
"Oregon_39","Oregon","second","delayed","5yo",3,"sometimes"
"Oregon_40","Oregon","first","delayed","7yo",4,"usually"
"Oregon_40","Oregon","point-and-name","point-and-name","7yo",4,"usually"
"Oregon_40","Oregon","second","immediate","7yo",5,"usually"
"Switzerland_202","Switzerland","first","immediate","6yo",1,"sometimes"
"Switzerland_202","Switzerland","point-and-name","point-and-name","6yo",1,"sometimes"
"Switzerland_202","Switzerland","second","delayed","6yo",2,"sometimes"
"Switzerland_203","Switzerland","first","immediate","5yo",1,"sometimes"
"Switzerland_203","Switzerland","point-and-name","point-and-name","5yo",2,"sometimes"
"Switzerland_203","Switzerland","second","delayed","5yo",1,"sometimes"
"Switzerland_204","Switzerland","first","delayed","5yo",2,"never"
"Switzerland_204","Switzerland","point-and-name","point-and-name","5yo",1,"never"
"Switzerland_204","Switzerland","second","immediate","5yo",1,"never"
"Switzerland_205","Switzerland","first","immediate","5yo",2,"usually"
"Switzerland_205","Switzerland","point-and-name","point-and-name","5yo",2,"usually"
"Switzerland_205","Switzerland","second","delayed","5yo",2,"usually"
"Switzerland_207","Switzerland","first","immediate","5yo",4,"sometimes"
"Switzerland_207","Switzerland","point-and-name","point-and-name","5yo",1,"sometimes"
"Switzerland_207","Switzerland","second","delayed","5yo",1,"sometimes"
"Switzerland_208","Switzerland","first","immediate","6yo",1,"never"
"Switzerland_208","Switzerland","point-and-name","point-and-name","6yo",1,"never"
"Switzerland_208","Switzerland","second","delayed","6yo",1,"never"
"Switzerland_209","Switzerland","first","delayed","5yo",1,"sometimes"
"Switzerland_209","Switzerland","point-and-name","point-and-name","5yo",1,"sometimes"
"Switzerland_209","Switzerland","second","immediate","5yo",1,"sometimes"
"Switzerland_210","Switzerland","first","delayed","6yo",2,"usually"
"Switzerland_210","Switzerland","point-and-name","point-and-name","6yo",2,"usually"
"Switzerland_210","Switzerland","second","immediate","6yo",1,"usually"
"Switzerland_211","Switzerland","first","delayed","5yo",1,"sometimes"
"Switzerland_211","Switzerland","point-and-name","point-and-name","5yo",1,"sometimes"
"Switzerland_211","Switzerland","second","immediate","5yo",1,"sometimes"
"Switzerland_213","Switzerland","first","immediate","5yo",1,"sometimes"
"Switzerland_213","Switzerland","point-and-name","point-and-name","5yo",1,"sometimes"
"Switzerland_213","Switzerland","second","delayed","5yo",3,"sometimes"
"Switzerland_214","Switzerland","first","delayed","6yo",2,"sometimes"
"Switzerland_214","Switzerland","point-and-name","point-and-name","6yo",4,"sometimes"
"Switzerland_214","Switzerland","second","immediate","6yo",1,"sometimes"
"Switzerland_215","Switzerland","first","immediate","6yo",2,"usually"
"Switzerland_215","Switzerland","point-and-name","point-and-name","6yo",1,"usually"
"Switzerland_215","Switzerland","second","delayed","6yo",1,"usually"
"Switzerland_216","Switzerland","first","delayed","5yo",2,"sometimes"
"Switzerland_216","Switzerland","point-and-name","point-and-name","5yo",3,"sometimes"
"Switzerland_216","Switzerland","second","immediate","5yo",3,"sometimes"
"Switzerland_217","Switzerland","first","delayed","6yo",3,"usually"
"Switzerland_217","Switzerland","point-and-name","point-and-name","6yo",3,"usually"
"Switzerland_217","Switzerland","second","immediate","6yo",3,"usually"
"Switzerland_218","Switzerland","first","immediate","6yo",3,"usually"
"Switzerland_218","Switzerland","point-and-name","point-and-name","6yo",3,"usually"
"Switzerland_218","Switzerland","second","delayed","6yo",3,"usually"
"Switzerland_219","Switzerland","first","delayed","5yo",2,"sometimes"
"Switzerland_219","Switzerland","point-and-name","point-and-name","5yo",1,"sometimes"
"Switzerland_219","Switzerland","second","immediate","5yo",2,"sometimes"
"Switzerland_221","Switzerland","first","delayed","5yo",1,"sometimes"
"Switzerland_221","Switzerland","point-and-name","point-and-name","5yo",2,"sometimes"
"Switzerland_221","Switzerland","second","immediate","5yo",1,"sometimes"
"Switzerland_301","Switzerland","first","delayed","6yo",3,"usually"
"Switzerland_301","Switzerland","point-and-name","point-and-name","6yo",1,"usually"
"Switzerland_301","Switzerland","second","immediate","6yo",3,"usually"
"Switzerland_302","Switzerland","first","immediate","6yo",4,"usually"
"Switzerland_302","Switzerland","point-and-name","point-and-name","6yo",4,"usually"
"Switzerland_302","Switzerland","second","delayed","6yo",3,"usually"
"Switzerland_303","Switzerland","first","immediate","6yo",1,"usually"
"Switzerland_303","Switzerland","point-and-name","point-and-name","6yo",2,"usually"
"Switzerland_303","Switzerland","second","delayed","6yo",2,"usually"
"Switzerland_304","Switzerland","first","delayed","7yo",3,"usually"
"Switzerland_304","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_304","Switzerland","second","immediate","7yo",3,"usually"
"Switzerland_306","Switzerland","first","delayed","7yo",4,"usually"
"Switzerland_306","Switzerland","point-and-name","point-and-name","7yo",3,"usually"
"Switzerland_306","Switzerland","second","immediate","7yo",2,"usually"
"Switzerland_307","Switzerland","first","delayed","6yo",2,"usually"
"Switzerland_307","Switzerland","point-and-name","point-and-name","6yo",2,"usually"
"Switzerland_307","Switzerland","second","immediate","6yo",3,"usually"
"Switzerland_308","Switzerland","first","delayed","7yo",5,"usually"
"Switzerland_308","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_308","Switzerland","second","immediate","7yo",4,"usually"
"Switzerland_309","Switzerland","first","delayed","6yo",1,"usually"
"Switzerland_309","Switzerland","point-and-name","point-and-name","6yo",2,"usually"
"Switzerland_309","Switzerland","second","immediate","6yo",2,"usually"
"Switzerland_310","Switzerland","first","delayed","7yo",3,"sometimes"
"Switzerland_310","Switzerland","point-and-name","point-and-name","7yo",2,"sometimes"
"Switzerland_310","Switzerland","second","immediate","7yo",2,"sometimes"
"Switzerland_311","Switzerland","first","immediate","6yo",1,"never"
"Switzerland_311","Switzerland","point-and-name","point-and-name","6yo",2,"never"
"Switzerland_311","Switzerland","second","delayed","6yo",1,"never"
"Switzerland_312","Switzerland","first","delayed","6yo",2,"sometimes"
"Switzerland_312","Switzerland","point-and-name","point-and-name","6yo",3,"sometimes"
"Switzerland_312","Switzerland","second","immediate","6yo",1,"sometimes"
"Switzerland_313","Switzerland","first","delayed","7yo",3,"usually"
"Switzerland_313","Switzerland","point-and-name","point-and-name","7yo",3,"usually"
"Switzerland_313","Switzerland","second","immediate","7yo",3,"usually"
"Switzerland_315","Switzerland","first","immediate","6yo",3,"usually"
"Switzerland_315","Switzerland","point-and-name","point-and-name","6yo",3,"usually"
"Switzerland_315","Switzerland","second","delayed","6yo",3,"usually"
"Switzerland_316","Switzerland","first","delayed","6yo",3,"usually"
"Switzerland_316","Switzerland","point-and-name","point-and-name","6yo",3,"usually"
"Switzerland_316","Switzerland","second","immediate","6yo",1,"usually"
"Switzerland_317","Switzerland","first","delayed","6yo",2,"sometimes"
"Switzerland_317","Switzerland","point-and-name","point-and-name","6yo",2,"sometimes"
"Switzerland_317","Switzerland","second","immediate","6yo",3,"sometimes"
"Switzerland_318","Switzerland","first","delayed","6yo",2,"sometimes"
"Switzerland_318","Switzerland","point-and-name","point-and-name","6yo",3,"sometimes"
"Switzerland_318","Switzerland","second","immediate","6yo",3,"sometimes"
"Switzerland_319","Switzerland","first","immediate","7yo",3,"never"
"Switzerland_319","Switzerland","point-and-name","point-and-name","7yo",4,"never"
"Switzerland_319","Switzerland","second","delayed","7yo",2,"never"
"Switzerland_401","Switzerland","first","delayed","6yo",2,"sometimes"
"Switzerland_401","Switzerland","point-and-name","point-and-name","6yo",4,"sometimes"
"Switzerland_401","Switzerland","second","immediate","6yo",3,"sometimes"
"Switzerland_402","Switzerland","first","delayed","7yo",2,"usually"
"Switzerland_402","Switzerland","point-and-name","point-and-name","7yo",3,"usually"
"Switzerland_402","Switzerland","second","immediate","7yo",1,"usually"
"Switzerland_403","Switzerland","first","immediate","7yo",4,"usually"
"Switzerland_403","Switzerland","point-and-name","point-and-name","7yo",3,"usually"
"Switzerland_403","Switzerland","second","delayed","7yo",4,"usually"
"Switzerland_407","Switzerland","first","delayed","7yo",5,"sometimes"
"Switzerland_407","Switzerland","point-and-name","point-and-name","7yo",3,"sometimes"
"Switzerland_407","Switzerland","second","immediate","7yo",3,"sometimes"
"Switzerland_410","Switzerland","first","delayed","7yo",4,"usually"
"Switzerland_410","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_410","Switzerland","second","immediate","7yo",3,"usually"
"Switzerland_411","Switzerland","first","immediate","7yo",4,"usually"
"Switzerland_411","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_411","Switzerland","second","delayed","7yo",4,"usually"
"Switzerland_412","Switzerland","first","delayed","7yo",5,"usually"
"Switzerland_412","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_412","Switzerland","second","immediate","7yo",5,"usually"
"Switzerland_413","Switzerland","first","immediate","7yo",4,"usually"
"Switzerland_413","Switzerland","point-and-name","point-and-name","7yo",4,"usually"
"Switzerland_413","Switzerland","second","delayed","7yo",3,"usually"
"Switzerland_701","Switzerland","first","immediate","10yo",4,"sometimes"
"Switzerland_701","Switzerland","point-and-name","point-and-name","10yo",5,"sometimes"
"Switzerland_701","Switzerland","second","delayed","10yo",3,"sometimes"
"Switzerland_702","Switzerland","first","immediate","10yo",5,"usually"
"Switzerland_702","Switzerland","point-and-name","point-and-name","10yo",4,"usually"
"Switzerland_702","Switzerland","second","delayed","10yo",5,"usually"
"Switzerland_703","Switzerland","first","immediate","10yo",4,"usually"
"Switzerland_703","Switzerland","point-and-name","point-and-name","10yo",3,"usually"
"Switzerland_703","Switzerland","second","delayed","10yo",4,"usually"
"Switzerland_704","Switzerland","first","delayed","10yo",4,"usually"
"Switzerland_704","Switzerland","point-and-name","point-and-name","10yo",4,"usually"
"Switzerland_704","Switzerland","second","immediate","10yo",4,"usually"
"Switzerland_706","Switzerland","first","delayed","10yo",5,"usually"
"Switzerland_706","Switzerland","point-and-name","point-and-name","10yo",4,"usually"
"Switzerland_706","Switzerland","second","immediate","10yo",4,"usually"
"Switzerland_707","Switzerland","first","immediate","10yo",4,"usually"
"Switzerland_707","Switzerland","point-and-name","point-and-name","10yo",5,"usually"
"Switzerland_707","Switzerland","second","delayed","10yo",4,"usually"
"Switzerland_709","Switzerland","first","delayed","10yo",4,"usually"
"Switzerland_709","Switzerland","point-and-name","point-and-name","10yo",3,"usually"
"Switzerland_709","Switzerland","second","immediate","10yo",5,"usually"
"Switzerland_710","Switzerland","first","delayed","10yo",4,"sometimes"
"Switzerland_710","Switzerland","point-and-name","point-and-name","10yo",5,"sometimes"
"Switzerland_710","Switzerland","second","immediate","10yo",5,"sometimes"
"Switzerland_711","Switzerland","first","delayed","10yo",5,"sometimes"
"Switzerland_711","Switzerland","point-and-name","point-and-name","10yo",4,"sometimes"
"Switzerland_711","Switzerland","second","immediate","10yo",5,"sometimes"
"Switzerland_713","Switzerland","first","delayed","10yo",4,"usually"
"Switzerland_713","Switzerland","point-and-name","point-and-name","10yo",4,"usually"
"Switzerland_713","Switzerland","second","immediate","10yo",4,"usually"
"Switzerland_717","Switzerland","first","delayed","10yo",5,"usually"
"Switzerland_717","Switzerland","point-and-name","point-and-name","10yo",5,"usually"
"Switzerland_717","Switzerland","second","immediate","10yo",5,"usually"
"Switzerland_718","Switzerland","first","immediate","10yo",4,"usually"
"Switzerland_718","Switzerland","point-and-name","point-and-name","10yo",5,"usually"
"Switzerland_718","Switzerland","second","delayed","10yo",4,"usually"
"Turkey_01","Turkey","first","delayed","5yo",2,"sometimes"
"Turkey_01","Turkey","point-and-name","point-and-name","5yo",2,"sometimes"
"Turkey_01","Turkey","second","immediate","5yo",2,"sometimes"
"Turkey_04","Turkey","first","immediate","5yo",1,"sometimes"
"Turkey_04","Turkey","point-and-name","point-and-name","5yo",4,"sometimes"
"Turkey_04","Turkey","second","delayed","5yo",1,"sometimes"
"Turkey_06","Turkey","first","immediate","7yo",2,"sometimes"
"Turkey_06","Turkey","point-and-name","point-and-name","7yo",2,"sometimes"
"Turkey_06","Turkey","second","delayed","7yo",4,"sometimes"
"Turkey_07","Turkey","first","immediate","7yo",2,"sometimes"
"Turkey_07","Turkey","point-and-name","point-and-name","7yo",2,"sometimes"
"Turkey_07","Turkey","second","delayed","7yo",1,"sometimes"
"Turkey_08","Turkey","first","delayed","7yo",3,"usually"
"Turkey_08","Turkey","point-and-name","point-and-name","7yo",2,"usually"
"Turkey_08","Turkey","second","immediate","7yo",3,"usually"
"Turkey_09","Turkey","first","delayed","7yo",3,"usually"
"Turkey_09","Turkey","point-and-name","point-and-name","7yo",3,"usually"
"Turkey_09","Turkey","second","immediate","7yo",5,"usually"
"Turkey_10","Turkey","first","delayed","5yo",1,"sometimes"
"Turkey_10","Turkey","point-and-name","point-and-name","5yo",1,"sometimes"
"Turkey_10","Turkey","second","immediate","5yo",2,"sometimes"
"Turkey_11","Turkey","first","immediate","5yo",1,"sometimes"
"Turkey_11","Turkey","point-and-name","point-and-name","5yo",2,"sometimes"
"Turkey_11","Turkey","second","delayed","5yo",2,"sometimes"
"Turkey_12","Turkey","first","immediate","5yo",1,"never"
"Turkey_12","Turkey","point-and-name","point-and-name","5yo",2,"never"
"Turkey_12","Turkey","second","delayed","5yo",2,"never"
"Turkey_13","Turkey","first","immediate","5yo",2,"usually"
"Turkey_13","Turkey","point-and-name","point-and-name","5yo",2,"usually"
"Turkey_13","Turkey","second","delayed","5yo",1,"usually"
"Turkey_14","Turkey","first","delayed","7yo",4,"usually"
"Turkey_14","Turkey","point-and-name","point-and-name","7yo",3,"usually"
"Turkey_14","Turkey","second","immediate","7yo",5,"usually"
"Turkey_15","Turkey","first","immediate","7yo",5,"usually"
"Turkey_15","Turkey","point-and-name","point-and-name","7yo",3,"usually"
"Turkey_15","Turkey","second","delayed","7yo",3,"usually"
"Turkey_16","Turkey","first","delayed","7yo",3,"usually"
"Turkey_16","Turkey","point-and-name","point-and-name","7yo",2,"usually"
"Turkey_16","Turkey","second","immediate","7yo",3,"usually"
"Turkey_17","Turkey","first","immediate","6yo",2,"usually"
"Turkey_17","Turkey","point-and-name","point-and-name","6yo",2,"usually"
"Turkey_17","Turkey","second","delayed","6yo",3,"usually"
"Turkey_18","Turkey","first","immediate","6yo",2,"usually"
"Turkey_18","Turkey","point-and-name","point-and-name","6yo",3,"usually"
"Turkey_18","Turkey","second","delayed","6yo",1,"usually"
"Turkey_19","Turkey","first","delayed","10yo",2,"usually"
"Turkey_19","Turkey","point-and-name","point-and-name","10yo",3,"usually"
"Turkey_19","Turkey","second","immediate","10yo",4,"usually"
"Turkey_20","Turkey","first","delayed","10yo",4,"usually"
"Turkey_20","Turkey","point-and-name","point-and-name","10yo",4,"usually"
"Turkey_20","Turkey","second","immediate","10yo",5,"usually"
"Turkey_21","Turkey","first","delayed","10yo",4,"usually"
"Turkey_21","Turkey","point-and-name","point-and-name","10yo",4,"usually"
"Turkey_21","Turkey","second","immediate","10yo",4,"usually"
"Turkey_22","Turkey","first","immediate","10yo",4,"usually"
"Turkey_22","Turkey","point-and-name","point-and-name","10yo",4,"usually"
"Turkey_22","Turkey","second","delayed","10yo",3,"usually"
"Turkey_23","Turkey","first","delayed","10yo",5,"usually"
"Turkey_23","Turkey","point-and-name","point-and-name","10yo",4,"usually"
"Turkey_23","Turkey","second","immediate","10yo",5,"usually"
"Turkey_24","Turkey","first","delayed","10yo",5,"usually"
"Turkey_24","Turkey","point-and-name","point-and-name","10yo",5,"usually"
"Turkey_24","Turkey","second","immediate","10yo",5,"usually"
"Turkey_25","Turkey","first","delayed","10yo",3,"usually"
"Turkey_25","Turkey","point-and-name","point-and-name","10yo",3,"usually"
"Turkey_25","Turkey","second","immediate","10yo",4,"usually"
"Turkey_26","Turkey","first","delayed","10yo",4,"sometimes"
"Turkey_26","Turkey","point-and-name","point-and-name","10yo",4,"sometimes"
"Turkey_26","Turkey","second","immediate","10yo",5,"sometimes"
"Turkey_27","Turkey","first","immediate","6yo",2,"sometimes"
"Turkey_27","Turkey","point-and-name","point-and-name","6yo",1,"sometimes"
"Turkey_27","Turkey","second","delayed","6yo",1,"sometimes"
"Turkey_28","Turkey","first","immediate","6yo",2,"sometimes"
"Turkey_28","Turkey","point-and-name","point-and-name","6yo",3,"sometimes"
"Turkey_28","Turkey","second","delayed","6yo",1,"sometimes"
"Turkey_31","Turkey","first","delayed","6yo",1,"never"
"Turkey_31","Turkey","point-and-name","point-and-name","6yo",2,"never"
"Turkey_31","Turkey","second","immediate","6yo",1,"never"
"Turkey_32","Turkey","first","delayed","6yo",1,"usually"
"Turkey_32","Turkey","point-and-name","point-and-name","6yo",4,"usually"
"Turkey_32","Turkey","second","immediate","6yo",2,"usually"
"Virginia_01","Virginia","first","immediate","10yo",4,"usually"
"Virginia_01","Virginia","point-and-name","point-and-name","10yo",4,"usually"
"Virginia_01","Virginia","second","delayed","10yo",5,"usually"
"Virginia_02","Virginia","first","immediate","5yo",3,"usually"
"Virginia_02","Virginia","point-and-name","point-and-name","5yo",3,"usually"
"Virginia_02","Virginia","second","delayed","5yo",1,"usually"
"Virginia_03","Virginia","first","immediate","10yo",5,"usually"
"Virginia_03","Virginia","point-and-name","point-and-name","10yo",5,"usually"
"Virginia_03","Virginia","second","delayed","10yo",5,"usually"
"Virginia_04","Virginia","first","immediate","7yo",4,"sometimes"
"Virginia_04","Virginia","point-and-name","point-and-name","7yo",5,"sometimes"
"Virginia_04","Virginia","second","delayed","7yo",4,"sometimes"
"Virginia_05","Virginia","first","immediate","7yo",4,"usually"
"Virginia_05","Virginia","point-and-name","point-and-name","7yo",4,"usually"
"Virginia_05","Virginia","second","delayed","7yo",4,"usually"
"Virginia_06","Virginia","first","immediate","5yo",1,"usually"
"Virginia_06","Virginia","point-and-name","point-and-name","5yo",1,"usually"
"Virginia_06","Virginia","second","delayed","5yo",1,"usually"
"Virginia_07","Virginia","first","immediate","5yo",4,"usually"
"Virginia_07","Virginia","point-and-name","point-and-name","5yo",4,"usually"
"Virginia_07","Virginia","second","delayed","5yo",4,"usually"
"Virginia_08","Virginia","first","delayed","5yo",2,"sometimes"
"Virginia_08","Virginia","point-and-name","point-and-name","5yo",2,"sometimes"
"Virginia_08","Virginia","second","immediate","5yo",4,"sometimes"
"Virginia_09","Virginia","first","immediate","7yo",4,"usually"
"Virginia_09","Virginia","point-and-name","point-and-name","7yo",2,"usually"
"Virginia_09","Virginia","second","delayed","7yo",3,"usually"
"Virginia_10","Virginia","first","immediate","5yo",1,"never"
"Virginia_10","Virginia","point-and-name","point-and-name","5yo",1,"never"
"Virginia_10","Virginia","second","delayed","5yo",1,"never"
"Virginia_11","Virginia","first","delayed","6yo",3,"usually"
"Virginia_11","Virginia","point-and-name","point-and-name","6yo",3,"usually"
"Virginia_11","Virginia","second","immediate","6yo",3,"usually"
"Virginia_12","Virginia","first","delayed","7yo",5,"usually"
"Virginia_12","Virginia","point-and-name","point-and-name","7yo",5,"usually"
"Virginia_12","Virginia","second","immediate","7yo",4,"usually"
"Virginia_13","Virginia","first","delayed","6yo",2,"sometimes"
"Virginia_13","Virginia","point-and-name","point-and-name","6yo",1,"sometimes"
"Virginia_13","Virginia","second","immediate","6yo",1,"sometimes"
"Virginia_14","Virginia","first","immediate","6yo",3,"sometimes"
"Virginia_14","Virginia","point-and-name","point-and-name","6yo",2,"sometimes"
"Virginia_14","Virginia","second","delayed","6yo",3,"sometimes"
"Virginia_15","Virginia","first","delayed","10yo",5,"usually"
"Virginia_15","Virginia","point-and-name","point-and-name","10yo",5,"usually"
"Virginia_15","Virginia","second","immediate","10yo",4,"usually"
"Virginia_16","Virginia","first","delayed","5yo",4,"sometimes"
"Virginia_16","Virginia","point-and-name","point-and-name","5yo",3,"sometimes"
"Virginia_16","Virginia","second","immediate","5yo",2,"sometimes"
"Virginia_17","Virginia","first","immediate","7yo",5,"sometimes"
"Virginia_17","Virginia","point-and-name","point-and-name","7yo",5,"sometimes"
"Virginia_17","Virginia","second","delayed","7yo",4,"sometimes"
"Virginia_18","Virginia","first","delayed","10yo",4,"sometimes"
"Virginia_18","Virginia","point-and-name","point-and-name","10yo",5,"sometimes"
"Virginia_18","Virginia","second","immediate","10yo",4,"sometimes"
"Virginia_19","Virginia","first","delayed","7yo",4,"usually"
"Virginia_19","Virginia","point-and-name","point-and-name","7yo",4,"usually"
"Virginia_19","Virginia","second","immediate","7yo",5,"usually"
"Virginia_20","Virginia","first","delayed","5yo",2,"never"
"Virginia_20","Virginia","point-and-name","point-and-name","5yo",4,"never"
"Virginia_20","Virginia","second","immediate","5yo",2,"never"
"Virginia_21","Virginia","first","delayed","6yo",3,"usually"
"Virginia_21","Virginia","point-and-name","point-and-name","6yo",3,"usually"
"Virginia_21","Virginia","second","immediate","6yo",5,"usually"
"Virginia_22","Virginia","first","immediate","6yo",2,"sometimes"
"Virginia_22","Virginia","point-and-name","point-and-name","6yo",2,"sometimes"
"Virginia_22","Virginia","second","delayed","6yo",2,"sometimes"
"Virginia_23","Virginia","first","delayed","5yo",4,"usually"
"Virginia_23","Virginia","point-and-name","point-and-name","5yo",2,"usually"
"Virginia_23","Virginia","second","immediate","5yo",5,"usually"
"Virginia_24","Virginia","first","immediate","7yo",5,"usually"
"Virginia_24","Virginia","point-and-name","point-and-name","7yo",4,"usually"
"Virginia_24","Virginia","second","delayed","7yo",4,"usually"
"Virginia_25","Virginia","first","delayed","7yo",3,"usually"
"Virginia_25","Virginia","point-and-name","point-and-name","7yo",3,"usually"
"Virginia_25","Virginia","second","immediate","7yo",4,"usually"
"Virginia_26","Virginia","first","delayed","10yo",4,"usually"
"Virginia_26","Virginia","point-and-name","point-and-name","10yo",5,"usually"
"Virginia_26","Virginia","second","immediate","10yo",3,"usually"
"Virginia_27","Virginia","first","immediate","10yo",5,"usually"
"Virginia_27","Virginia","point-and-name","point-and-name","10yo",4,"usually"
"Virginia_27","Virginia","second","delayed","10yo",4,"usually"
"Virginia_28","Virginia","first","immediate","10yo",5,"usually"
"Virginia_28","Virginia","point-and-name","point-and-name","10yo",4,"usually"
"Virginia_28","Virginia","second","delayed","10yo",4,"usually"
"Virginia_29","Virginia","first","delayed","6yo",3,"usually"
"Virginia_29","Virginia","point-and-name","point-and-name","6yo",3,"usually"
"Virginia_29","Virginia","second","immediate","6yo",3,"usually"
"Virginia_30","Virginia","first","delayed","6yo",3,"usually"
"Virginia_30","Virginia","point-and-name","point-and-name","6yo",4,"usually"
"Virginia_30","Virginia","second","immediate","6yo",5,"usually"
