"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"877","16-10-19 12:33",0,30,0,50,2,2,2,"There's not enough widely available information","Ethos","Pathos","Logos","","","",NA,NA,2,2,2,2,4,2,4,6,2,6,4,5,2,3,6,3,3,"Independent Lean Democrat","Moderate","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",0,20,-50.7965179542982,1.33333333333333,NA,2.57142857142857,-0.570959121287871,0,-0.570959121287871,5.373,45.654,"No","Yes","Yes",2,NA,"Ethos Pathos Logos","n",0
"878","16-10-19 11:58",100,60,100,70,7,7,7,"I chose this same answer each time, because I do not believe that genetically modified foods are healthy at all - no matter the scientific evidence. I do not feel food should be tampered with at such a level (tampering with genes). I believe the genes should stay the way that God has them, and that instead of tampering with genes, more should be put into finding other solutions.","Line it up with what I know about God (learned from Bible, prayer und various other spiritual experiences).","Relevant experiences from my family, friends and other people.","Relevant evidence from various experts.","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",4,3,4,6,6,7,7,6,4,7,2,6,2,6,2,1,2,5,7,"Independent Lean Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"College / A levels","BoostPlus",0,10,49.2034820457018,2.33333333333333,3.5,5.71428571428571,0.570959121287871,0.923237611897546,1.49419673318542,283.805,285.336,"No","No","No",2,3,"Line it up with what I know about God (learned from Bible, prayer und various other spiritual experiences). Relevant experiences from my family, friends and other people. Relevant evidence from various experts.","n",1
"879","16-10-19 12:28",30,41,-62,96,3,3,4,"It seems that there is a consensus among scientists that it is safe to consume. ","Read the consensus ","Research the people involved in the consensus","Review the overall claim of the consensus","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","Through this process we can figure out whether the claim is true with 100% certainty.",5,6,3,4,3,3,3,3,2,6,2,6,2,6,2,2,5,4,4,"Independent Lean Democrat","Moderate","United States of America","No",4,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-92,55,-20.7965179542982,2,5.5,3,-0.570959121287871,0,-0.570959121287871,151.305,51.281,"Yes","Yes","Yes",1,2,"Read the consensus  Research the people involved in the consensus Review the overall claim of the consensus","y",1
"880","16-10-19 12:24",92,43,66,85,6,4,6,"I dont trust genetically engineered food entirely, i prefer things I put in my body to be made naturally. After reading that article i can see the benefits of genetically engineered food but i'm still skeptical about it.","look for the statistics","find similar studies on the claim","review my findings","","","",NA,NA,2,4,3,2,3,5,4,6,1,6,2,6,2,2,4,1,4,"Independent","Conservative","United States of America","No",7,NA,NA,NA,"Secondary school / GCSE","Control",-26,42,41.2034820457018,2.16666666666667,NA,3.28571428571429,0,0.923237611897546,0.923237611897546,10.756,78.525,"Yes","No","Yes",2,NA,"look for the statistics find similar studies on the claim review my findings","n",0
"881","16-10-19 12:46",15,65,5,90,5,3,5,"Although the evidence leans toward the safety of GE foods, I still have a personal opinion that GE foods are slightly worse than non-GE foods in some subtle way.","Look for consensus","Validate source","Validate expertise","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",7,6,3,4,3,2,5,2,1,6,3,4,5,4,2,5,5,2,4,"Democrat","Liberal","United States of America","No",5,NA,NA,NA,"College / A levels","BoostPlus",-10,25,-35.7965179542982,0.166666666666667,6.5,2.85714285714286,-1.14191824257574,-0.923237611897546,-2.06515585447329,69.967,67.723,"No","Yes","No",1,2,"Look for consensus Validate source Validate expertise","y",3
"882","16-10-19 12:53",76,10,42,81,6,4,5,"Before reading the article, I was certain genetically engineered food was worse for your health. However, after reading the article,  I am now unsure. ","Google","","","","","",NA,NA,3,7,5,5,7,4,2,7,1,7,3,6,2,1,6,1,3,"Independent Lean Republican","Moderate","United States of America","Yes",5,NA,NA,NA,"Secondary school / GCSE","Consensus",-34,71,25.2034820457018,2.5,NA,4.71428571428571,0.570959121287871,0,0.570959121287871,16.531,56.22,"Yes","Yes","Yes",1,NA,"Google  ","n",0
"883","16-10-19 13:01",61,73,-29,80,4,3,3,"Because genetically engineered food is likely to be healthier as in more resistant to infections and therefore they're probably healthier to consume.","examine it","use control or placebo","evaluate results","","","",NA,NA,2,2,3,3,3,2,2,5,2,6,4,5,2,5,5,2,5,"Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","Control",-90,7,10.2034820457018,0.833333333333333,NA,2.42857142857143,-1.14191824257574,-1.84647522379509,-2.98839346637083,13.961,222.951,"No","No","Yes",3,NA,"examine it use control or placebo evaluate results","n",0
"884","16-10-19 13:02",81,50,80,62,7,7,7,"I think anything that if what I eat is not natural, it is not good for the body. the genetically engineered foods may be good for the market and for preserving foods. but I don't think if of any benefit to the body.  ","I look at the source. ","do further research. ","","","","",NA,NA,4,6,6,4,7,6,4,6,2,6,2,5,2,3,4,4,6,"Independent","Moderate","United States of America","No",3,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-1,12,30.2034820457018,1.66666666666667,NA,5.28571428571429,0,0,0,17.476,148.849,"No","No","No",2,NA,"I look at the source.  do further research.  ","n",1
"885","16-10-19 13:01",90,60,80,92,6,7,7,"It seems that anytime we get in and monkey around with genetic structure, something way down the line that we didn't foresee pops up that is problematic.","Gut feeling/Intuition","Past experience","Research","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,3,3,4,4,4,5,3,3,7,2,6,4,7,2,4,3,4,6,"Democrat","Liberal","United States of America","No",5,NA,NA,NA,"College / A levels","BoostPlus",-10,32,39.2034820457018,1.66666666666667,4.5,3.71428571428571,-1.14191824257574,-0.923237611897546,-2.06515585447329,125.921,86.983,"No","Yes","No",1,3,"Gut feeling/Intuition Past experience Research","n",0
"886","16-10-19 13:15",63,61,50,51,4,4,5,"I have heard from trusted people that they do not recommend a high consumption of ge foods.  I also believe in keeping things as natural as possible.","Look at the source","Consider the evidence","Look at all sides","","","",NA,NA,4,6,5,4,6,5,5,6,2,5,4,5,2,4,3,4,4,"Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"Secondary school / GCSE","Consensus",-13,-10,12.2034820457018,1,NA,5,1.14191824257574,0.923237611897546,2.06515585447329,19.479,84.43,"No","No","No",2,NA,"Look at the source Consider the evidence Look at all sides","n",1
"887","16-10-19 13:26",40,30,-41,40,5,3,5,"It's difficult to judge what percentage of genetically engineered food was created that way to prevent disease, as in the example, and how much of it is to cut costs regardless of health affects. Because I don't have this information, I gave it a ~40% as a guess.","Examine provided data","Consider unknown factors","Compare with own observations","","","",NA,NA,2,2,2,2,3,2,2,3,5,6,2,5,2,3,7,2,3,"Strong Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-81,10,-10.7965179542982,0.666666666666667,NA,2.14285714285714,-1.71287736386361,-1.84647522379509,-3.55935258765871,3.536,75.518,"Yes","No","Yes",2,NA,"Examine provided data Consider unknown factors Compare with own observations","n",0
"888","16-10-19 13:39",47,68,65,49,5,5,5,"we learned in my college health class that GMOs were bad for you.","I check what the info says","and i think about whether it sounds true","","","","",NA,NA,3,4,4,4,6,4,4,6,3,5,3,5,2,4,5,4,4,"Independent Lean Democrat","Liberal","United States of America","No",5,NA,NA,NA,"College / A levels","Consensus",18,-19,-3.79651795429815,1,NA,4.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,9.162,28.925,"No","Yes","Yes",2,NA,"I check what the info says and i think about whether it sounds true ","n",0
"889","16-10-19 13:48",22,87,14,92,4,4,4,"There are different levels of genetic engineering, and I do not feel some of the newer techniques (i.e. non-plant DNA introduction into plant DNA) have existed long enough to establish the threshold for long term safety for consumption. Basic genetic modification techniques (such as grafting) are demonstrably safe.","Source","Context (i.e. who financed the study)","Sample size/test population","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,6,1,2,4,1,4,2,2,6,2,7,2,7,2,1,6,5,5,"Independent Lean Democrat","Liberal","United States of America","No",2,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-8,5,-28.7965179542982,2.5,6,2.28571428571429,-0.570959121287871,-0.923237611897546,-1.49419673318542,48.27,49.937,"No","No","Yes",3,3,"Source Context (i.e. who financed the study) Sample size/test population","n",1
"890","16-10-19 13:56",42,29,8,51,5,4,6,"I really am not at all educated about the possible health benefits or detriments of genetically engineered food, so this is only a guess based on my understanding. I neither believe that they are good or bad for one's health, I simply don't have enough information, however, as with anything that I don't have much information about, my instinct is to be skeptical. Even if I see a statement saying that genetically engineered food is not worse for your health I still wonder where that information came from, who is claiming this, what studies have specifically concluded this, who funded these studies, etc. I would need to lookup more information of my own to have a stronger opinion. ","Carefully read what exactly is being claimed","Read who is giving the claim","Look at the source of the claim, any possible sponsors etc.","","","",NA,NA,3,3,4,4,5,5,6,7,2,7,1,7,2,1,4,2,3,"Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-34,22,-8.79651795429815,2.83333333333333,NA,4.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,11.651,115.963,"No","No","No",2,NA,"Carefully read what exactly is being claimed Read who is giving the claim Look at the source of the claim, any possible sponsors etc.","n",1
"891","16-10-19 14:17",29,60,-29,69,3,6,4,"It's just the way I grew up learning. Most teachers in school heavily taught that genetically modified food was extremely different than the original food. However, I gave a -29% score because I am open to new suggestions, and it could mean that just because it is modified, does not mean it is bad. Like bananas. The bananas we eat today are strikingly different that the original banana.","Read the claim, add my input","suggest other's POV","Try to work a solution that agrees with my own and others' POV","","","",NA,NA,2,5,2,4,4,1,3,7,3,7,5,7,2,3,6,5,5,"Democrat","Liberal","United States of America","Yes",3,NA,NA,NA,"College / A levels","Control",-58,9,-21.7965179542982,1.66666666666667,NA,3,-1.14191824257574,-0.923237611897546,-2.06515585447329,7.141,33.499,"Yes","Yes","No",0,NA,"Read the claim, add my input suggest other's POV Try to work a solution that agrees with my own and others' POV","y",1
"892","16-10-19 14:23",27,10,-34,92,5,4,4,"After reading the article about the bananas I decided to give that as my answer because I still believe that non-GE foods are better for you based on things I have heard in the past but maybe that isn't the case anymore. Honestly I would just have to do more outside research. ","What percent of people think/say something. ","If those people are credible sources/qualified. ","","","","",NA,NA,2,4,3,2,3,2,3,5,3,5,3,4,2,2,6,2,4,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-61,82,-23.7965179542982,1,NA,2.71428571428571,0,0,0,8.82,20.52,"Yes","Yes","Yes",1,NA,"What percent of people think/say something.  If those people are credible sources/qualified.  ","y",3
"893","16-10-19 14:00",67,42,-52,57,3,4,3,"A score of 52 percent was given because there is not much personal experience of adverse health effects from genetically engineered food.","Evaluate who is making the claim","Look for statistics. numbers","Evaluate critiques","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,7,3,4,3,2,2,2,3,7,2,7,2,7,2,2,5,2,6,"Independent Lean Democrat","Conservative","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-119,15,16.2034820457018,2.5,6.5,2.71428571428571,-0.570959121287871,0.923237611897546,0.352278490609675,502.771,303.657,"Yes","Yes","No",0,3,"Evaluate who is making the claim Look for statistics. numbers Evaluate critiques","n",1
"894","16-10-19 14:30",36,17,36,25,3,4,3,"I honestly feel that all food is just as bad as the next if it is not purely natural. Our food consist of pretty harmful things. ","personal research","food intake ","","","","",NA,NA,3,4,5,5,5,5,5,6,1,5,5,5,2,4,4,5,5,"Democrat","Liberal","United States of America","Yes",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",0,8,-14.7965179542982,1,NA,4.57142857142857,-1.14191824257574,-0.923237611897546,-2.06515585447329,10.722,3.529,"No","No","No",2,NA,"personal research food intake  ","n",0
"895","16-10-19 14:45",21,29,21,40,4,5,5,"I am not sure, but it seems that there is a chance that food that is changed or modified from its natural form can be harmed by whatever is used to moidify them.","Who is making the claim","Does the claim make common sense","Is there information that I do not know","","","",NA,NA,2,3,3,3,5,3,4,6,4,7,2,6,2,2,3,2,5,"Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"Doctorate degree (PhD/MD/other)","Control",0,11,-29.7965179542982,1.83333333333333,NA,3.28571428571429,1.14191824257574,0.923237611897546,2.06515585447329,6.842,83.474,"Yes","No","Yes",2,NA,"Who is making the claim Does the claim make common sense Is there information that I do not know","n",1
"896","16-10-19 15:08",82,31,42,60,4,4,3,"If the food naturally has something that isn't good for human consumption and needs to be modified so it doesn't hurt us then I'm ok with that. With foods that are modified when it's not necessary I feel uncomfortable eating it. I have more of an open mind to it now after this survey. ","doubt","research","","Vitamin supplements are good for your heart","Introduction - Conducting research - Selecting the results - Making a consensus","The evidence is continuously discussed by scientists with the relevant expertise.",6,6,3,2,4,4,3,4,5,6,3,6,2,6,2,2,4,2,3,"Independent Lean Democrat","Moderate","United States of America","No",4,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-40,29,31.2034820457018,1.83333333333333,6,3.57142857142857,-0.570959121287871,0,-0.570959121287871,232.607,153.546,"Yes","Yes","Yes",1,2,"doubt research ","n",0
"897","16-10-19 15:27",61,92,51,92,5,3,6,"It's not the whole process of genetically engineering crops that concerns me. The example in the article is not concerning to me, although there is always a small chance of unintended consequences when you experiment with anything. What concerns me is that I've heard that a lot of genetically engineered crops, or at least soybeans and corn, were genetically engineered to make them more herbicide resistant, so that more chemicals could be used on them. I try to avoid GMO foods to avoid the glyphosate and whatever other chemicals are dumped on them, not because I'm afraid of the genetic engineering itself.","See what source the information is coming from","Check another information source to see if there is agreement","See what the person making the claim's expertise is","","","",NA,NA,2,1,2,2,4,1,1,6,3,6,3,5,2,4,7,5,7,"Strong Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"College / A levels","Control",-10,0,10.2034820457018,1.16666666666667,NA,1.85714285714286,-1.71287736386361,-0.923237611897546,-2.63611497576116,14.622,130.237,"No","No","Yes",3,NA,"See what source the information is coming from Check another information source to see if there is agreement See what the person making the claim's expertise is","y",3
"899","16-10-19 15:26",100,50,100,82,7,7,7,"95% of genetically engineered food in the world today is engineered to be doused in herbicides, causing the person who eats the food to eat herbicides. Famous experiments have shown genetically engineered potatoes to cause great harm to the experimental animals and genetically engineered corn to cause massive tumors in mice. The only feeding study ever done with humans eating genetically engineered food showed gene transfer into their gut bacteria. GE foods are untested, manifestly unhealthy, and are supported only by scientists who are coopted by the biotech industry.","Read evidence and arguments for myself.","","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",1,1,7,7,7,7,7,7,7,7,1,7,4,7,2,3,1,6,7,"Strong Republican","Conservative","United States of America","Yes",7,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",0,32,49.2034820457018,2.16666666666667,1,7,1.71287736386361,0.923237611897546,2.63611497576116,138.467,53.359,"No","No","No",2,2,"Read evidence and arguments for myself.  ","n",0
"900","16-10-19 15:40",100,26,-100,0,7,2,2,"there is not enough proof in the statement of it being true","research","","","Omega-3 fatty acid is good for you immune system","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",7,7,1,1,1,1,5,3,4,7,2,6,2,7,2,1,7,1,3,"Strong Democrat","Very liberal","United States of America","No",7,NA,NA,NA,"No formal qualification","BoostPlus",-200,-26,49.2034820457018,2.5,7,2.28571428571429,-1.71287736386361,-1.84647522379509,-3.55935258765871,85.842,599.269,"Yes","Yes","Yes",1,1,"research  ","n",0
"901","16-10-19 15:59",92,10,61,9,3,2,2,"There are chemicals and elements that enter the food to preserve more or are more resistant to natural pests, but in the end can generate an evil to humans.","Reason","Consequence","Solution","","","",NA,NA,4,5,3,3,3,2,4,4,3,5,2,4,2,2,6,6,4,"Republican","Conservative","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-31,-1,41.2034820457018,1,NA,3.42857142857143,1.14191824257574,0.923237611897546,2.06515585447329,8.858,79.733,"Yes","No","No",1,NA,"Reason Consequence Solution","n",0
"902","16-10-19 16:09",90,50,0,51,7,5,5,"I truly don't know and haven't done my own research on it. That's why I ended up giving it a zero because I don't know!","check the source","","","","","",NA,NA,4,7,4,4,4,4,4,7,2,7,2,6,2,2,5,2,5,"Independent","Conservative","United States of America","Yes",6,NA,NA,NA,"College / A levels","Consensus",-90,1,39.2034820457018,2.33333333333333,NA,4.42857142857143,0,0.923237611897546,0.923237611897546,8.527,69.948,"No","No","No",2,NA,"check the source  ","n",1
"903","16-10-19 16:23",90,62,90,60,6,2,7,"I have had many stomach issues in my life and after having to limit my intake of GE food along with medications, my health improved. However, the more GE food I have, even while on medications, I get more upset stomachs.","Use inferences from my own experiences","Look up facts online.","Test ideas either on my body or in any way I can (if possible)","","","",NA,NA,3,6,4,2,6,3,2,6,1,7,1,7,2,1,5,4,6,"Independent Lean Democrat","Liberal","United States of America","No",4,NA,NA,NA,"Secondary school / GCSE","Consensus",0,-2,39.2034820457018,2.83333333333333,NA,3.71428571428571,-0.570959121287871,-0.923237611897546,-1.49419673318542,10.777,76.632,"No","Yes","Yes",2,NA,"Use inferences from my own experiences Look up facts online. Test ideas either on my body or in any way I can (if possible)","n",0
"904","16-10-19 16:15",10,25,5,30,4,4,5,"Since I do not know much about the short term or long term affects that are caused by the  consumption of Genetically modified foods, I can only assume that GE is only mildly harmful to the human body","I investigate the source and credentials of the person(s) making the claim","Investigate the sample size that was used to come up with the claim"," The peer-reviewed consensus of the claim","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,3,3,3,4,4,3,3,5,3,7,1,6,2,1,6,2,4,"Democrat","Liberal","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-5,5,-40.7965179542982,2.16666666666667,7,3.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,150.658,156.338,"Yes","No","No",1,3,"I investigate the source and credentials of the person(s) making the claim Investigate the sample size that was used to come up with the claim  The peer-reviewed consensus of the claim","y",3
"905","16-10-19 16:28",40,30,-20,50,3,4,4,"After reading the article, genetically engineered food may not be as bad as I have been told in the past. There may be some benefits to it. ","Who wrote/stated the claim","Where the claim comes from","The science that backs up the claim ","","","",NA,NA,5,5,3,3,4,3,3,5,2,6,3,6,2,3,5,3,6,"Democrat","Liberal","United States of America","Yes",6,NA,NA,NA,"Secondary school / GCSE","Control",-60,20,-10.7965179542982,1.5,NA,3.71428571428571,-1.14191824257574,-0.923237611897546,-2.06515585447329,18.959,88.194,"No","Yes","Yes",2,NA,"Who wrote/stated the claim Where the claim comes from The science that backs up the claim ","n",0
"906","16-10-19 16:24",40,70,-1,70,6,4,5,"I'm really not sure about it being worse for health if the banana story is true. It seems like natural is always the best but if they can grow food resistant to disease that sounds like a good thing.","does it sound vaild","","","","","",NA,NA,2,4,3,3,6,3,2,5,3,6,3,6,2,4,5,2,5,"Independent Lean Republican","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",-41,0,-10.7965179542982,1.16666666666667,NA,3.28571428571429,0.570959121287871,0,0.570959121287871,18.882,105.171,"No","No","Yes",3,NA,"does it sound vaild  ","n",0
"907","16-10-19 16:35",59,52,0,88,5,4,4,"I need more information to make an accurate decision","who provided the information","what the information is","","","","",NA,NA,3,3,4,4,4,4,4,6,3,6,2,6,2,2,5,2,4,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-59,36,8.20348204570185,1.83333333333333,NA,3.71428571428571,0,0,0,7.366,38.291,"No","Yes","Yes",2,NA,"who provided the information what the information is ","n",0
"908","16-10-19 16:28",29,35,66,54,4,3,4,"I believe GE has certain things that isn't good for you ","research","my knowledge","","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","A good way to distinguish facts from fiction is searching for relevant information online.",5,4,5,3,4,5,3,4,7,4,5,6,4,5,2,4,4,5,5,"Democrat","Moderate","United States of America","Yes",6,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",37,19,-21.7965179542982,0.333333333333333,4.5,4.42857142857143,-1.14191824257574,0,-1.14191824257574,3.676,3.646,"Yes","Yes","No",0,2,"research my knowledge ","n",0
"909","16-10-19 17:00",-10,50,9,36,4,5,5,"I feel like it is still uncertain that the statement is true. Could still be discussed further.","Read both sides of the argument","See evidence and reports","Validate reports","","","",NA,NA,5,5,4,5,6,4,5,5,6,5,3,6,2,6,6,2,4,"Democrat","Liberal","United States of America","No",4,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Control",19,-14,-60.7965179542982,0.166666666666667,NA,4.85714285714286,-1.14191824257574,-0.923237611897546,-2.06515585447329,2.212,4.611,"No","No","Yes",3,NA,"Read both sides of the argument See evidence and reports Validate reports","n",0
"910","16-10-19 17:01",82,93,81,90,5,6,6,"I think that some forms of genetically engineered food can have adverse effects on digestive issues that are not caught until much later. The testing done to determine if the genetically modified food is okay to eat is based on whether it is immediately safe or not or if it causes immediate illness or not. It is focused on life and death, and safety, not what is ideal for the human digestive system to have. There are no studies done to track what it does to the digestive system after decades of use. For example, a lot of the corn and wheat we have today is engineered to withstand certain diseases and insect infestations because when the insect consumes it, it hurts them. However, when we consume that same grain, many of us get leaky gut issues from it, leading to higher levels of autoimmune disorders. I am one of these people. ","if the statement within the claim is accurate, based on prior knowledge","If the institution listed in the statement exists","if it follows common sense","","","",NA,NA,4,5,4,3,6,4,5,5,4,6,4,6,2,4,4,5,4,"Strong Democrat","Liberal","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-1,-3,31.2034820457018,0.833333333333333,NA,4.42857142857143,-1.71287736386361,-0.923237611897546,-2.63611497576116,10.738,76.333,"Yes","Yes","Yes",1,NA,"if the statement within the claim is accurate, based on prior knowledge If the institution listed in the statement exists if it follows common sense","n",1
"911","16-10-19 17:48",91,70,80,92,7,5,7,"I understand that bananas need this and i get that there is consensus among scientists. Still, nature is what i believe in. Plus, there are many more questions I have that haven't been answered. are the scientists being paid by GE organizations and companies? if they are then there may be some bias. ","who is saying","is there consesus","who is paying for the science","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,3,4,3,3,5,3,4,7,1,7,1,7,2,1,6,5,7,"Democrat","Very liberal","United States of America","No",7,NA,NA,NA,"College / A levels","BoostPlus",-11,22,40.2034820457018,3,7,3.57142857142857,-1.14191824257574,-1.84647522379509,-2.98839346637083,168.414,115.454,"No","No","No",2,3,"who is saying is there consesus who is paying for the science","y",2
"912","16-10-19 17:56",85,25,95,15,6,6,5,"Based on the information presented earlier, it just seems likely that genetically engineered food is less healthy than non-frankenfood. ","Reliable source","The source has relevant credentials","The information is not presented to induce me to purchase something. ","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,5,6,4,3,2,2,2,3,6,5,3,2,2,5,7,1,3,"Strong Democrat","Very liberal","United States of America","Yes",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",10,-10,34.2034820457018,-0.666666666666667,7,3.42857142857143,-1.71287736386361,-1.84647522379509,-3.55935258765871,115.201,24.348,"No","No","Yes",3,3,"Reliable source The source has relevant credentials The information is not presented to induce me to purchase something. ","n",2
"913","16-10-19 18:56",-70,5,-69,5,5,2,4,"I do believe that GE food is more safe than it is not. My concern though is with the manufacturer; the science behind it may be safe, sure, but is the person or group in charge of creation and distribution doing so with the best intentions?  I probably eat GE food often, it's inevible. But I personally tend to shop mostly at local farmers markets. I prefer my apples covered in a little organic web matter, not wax.  In the end, I'd never vote against something that were to ban GE food or speak against in a large group setting. It is the future, and it has benefits. ","Use my brain","Google it","Intuition","","","",NA,NA,1,1,4,4,4,4,4,6,7,5,3,6,2,4,6,6,6,"Democrat","Very liberal","United States of America","No",4,NA,NA,NA,"College / A levels","Control",1,0,-120.796517954298,0.5,NA,3.14285714285714,-1.14191824257574,-1.84647522379509,-2.98839346637083,15.692,108.64,"Yes","No","No",1,NA,"Use my brain Google it Intuition","n",0
"914","16-10-19 18:59",5,62,-79,90,2,2,2,"I think that experts mostly believe that it is no worse, and I mostly believe them. I just feel like I've only read a little about the issue and I don't feel confident in my understanding of it.","Look at sources","Check to see if the sources seem reliable","","","","",NA,NA,2,4,3,3,4,3,3,6,5,6,3,4,2,3,6,2,2,"Strong Democrat","Very liberal","United States of America","No",3,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-84,28,-45.7965179542982,0.833333333333333,NA,3.14285714285714,-1.71287736386361,-1.84647522379509,-3.55935258765871,6.871,102.458,"No","No","No",2,NA,"Look at sources Check to see if the sources seem reliable ","n",1
"916","16-10-19 19:41",32,40,-64,12,1,4,1,"After reading the statement by a scientist (I don't remember which one) saying that GE food is NOT worse for your health, my opinion changed. After all this is a scientist whose job it is to research these things and if the majority of scientist come to the same conclusion then why wouldn't I believe it?","Fact check","Extra research if nessesary","Research background on person making the claim","Fruit can help prevent the common cold","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","I don’t know",5,3,2,5,3,2,5,2,2,6,5,7,3,5,2,3,7,1,2,"Independent Lean Democrat","Moderate","United States of America","No",3,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-96,-28,-18.7965179542982,1.16666666666667,4,3,-0.570959121287871,0,-0.570959121287871,68.942,54.16,"No","No","Yes",3,1,"Fact check Extra research if nessesary Research background on person making the claim","n",0
"917","16-10-19 20:03",-22,83,-24,90,1,1,1,"I dont think it is as bad as people make it out to be.","read it","reasearch","come to conclusion","Sugar is good for your brain","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,6,3,5,5,5,5,5,5,7,3,7,1,6,2,1,5,2,2,"Independent","Liberal","United States of America","Yes",3,NA,NA,NA,"College / A levels","BoostPlus",-2,7,-72.7965179542982,2.5,6,4.71428571428571,0,-0.923237611897546,-0.923237611897546,22.789,13.977,"Yes","No","No",1,2,"read it reasearch come to conclusion","n",0
